label,pattern
skills,Test implementation software
skills,Time sharing option TSO software
skills,Unit testing software
skills,Usability testing software
skills,Version control software
skills,Virus scanning software
skills,Web server software
skills,WebFOCUS
skills,Wise Solutions Wise for Windows Installer
skills,Allscripts Professional EHR
skills,Allscripts Sunrise Clinical Manager
skills,Amkai AmkaiCharts
skills,Bizmatics PrognoCIS EMR System
skills,Cerner Millennium
skills,Cerner PowerChart
skills,ChartWare EMR
skills,Computerized physician order entry CPOE software
skills,e-MDs software
skills,eClinicalWorks
skills,Electronic medical administration record eMAR software
skills,Healthcare management system
skills,Learning management system LMS
skills,McKesson ANSOS One-Staff
skills,MEDITECH Healthcare Information System HCIS
skills,Mediware ClosedLoop Clinical Systems
skills,Mediware Information Systems MediCOE
skills,Medscribbler Enterprise
skills,MicroFour PracticeStudio.NET EMR
skills,Netsmart Technologies CareNet
skills,NextGen Healthcare Information Systems EMR
skills,Picis CareSuite
skills,Qlik software
skills,SAS software
skills,Seimens Healthineers
skills,SOAPware EMR
skills,StatCom Patient Flow Logistics Enterprise Suite
skills,SynaMed EMR
skills,Texas Medical Software SpringCharts EMR
skills,VISICU eICU Program
skills,Anti-phishing software
skills,Anti-spyware software
skills,Anti-Trojan software
skills,Automated audit trail analysis software
skills,Automated media tracking software
skills,Backup and archival software
skills,Berkeley Internet Domain Name BIND
skills,Check Point Next Generation Secure Web Gateway
skills,Computer forensic software
skills,Conformance and validation testing software
skills,Cryptographic key management software
skills,Diameter
skills,Domain name system DNS
skills,End-to-end encryption software
skills,Ethereal
skills,Honeypot
skills,HP Fortify
skills,HP WebInspect
skills,IBM QRadar SIEM
skills,IBM Tivoli Access Management TAM
skills,IBM Tivoli Identity Management TIM
skills,Imperva SecureSphere
skills,Integrity verification software
skills,Intrusion detection system IDS
skills,IpFilter
skills,IpTables
skills,ISS RealSecure
skills,Juniper Networks NetScreen-Security Manager
skills,Kali Linux
skills,Keystroke monitoring software
skills,License management software
skills,Link encryption software
skills,McAfee VirusScan
skills,Micro Focus OpenView
skills,Microsoft Hyper-V Server
skills,Network and system vulnerability assessment software
skills,Network directory services software
skills,Network security auditing software
skills,"Network, hardware, and software auditing software"
skills,Oracle Net Manager
skills,Palo Alto Networks Next-Generation Security Platform
skills,Password cracker software
skills,Password management software
skills,Penetration testing software
skills,Ping Identity
skills,Portswigger BurP Suite
skills,Program checksumming software
skills,Qualys Cloud Platform
skills,Quest BigBrother
skills,Rapid7 Nexpose
skills,Remote authentication dial-in user service RADIUS software
skills,Root kit detection software
skills,Secure internet filtering software
skills,Secure shell SSH software
skills,Security incident management software
skills,Security risk assessment software
skills,SeleniumHQ
skills,Smart card management software
skills,Sniffer Investigator
skills,Stack smashing protection SSP software
skills,Symantec Blue Coat Data Loss Prevention
skills,Symantec Endpoint Protection
skills,Symantec Norton Antivirus
skills,Tcpdump
skills,Tenable Nessus
skills,Trend Micro TippingPoint
skills,VMWare
skills,Voice over internet protocol VoiP system software
skills,Websense Data Loss Prevention
skills,WinMerge
skills,A programming language APL
skills,ABC Compiler
skills,ABC: the AspectBench Compiler for AspectJ
skills,Adobe Systems Adobe PostScript
skills,Algorithmic language ALGOL
skills,Amazon Kinesis
skills,American National Standards Institute ANSI C
skills,Apache Spark
skills,AWK
skills,B-Method
skills,Basis BBx VisualPRO/5
skills,Beginner's all-purpose symbolic instruction code BASIC
skills,Bigloo Scheme
skills,Bourne Shell
skills,Call-processing language CPL
skills,CAST SQL Builder
skills,Clipper
skills,Code generator software
skills,Code munger software
skills,CoffeeCup The HTML Editor
skills,Collaborative Application Markup Language CAML
skills,Command interpreters
skills,Common Lisp Object System CLOS
skills,Compilers
skills,Computer Associates integrated data management system CA-IDMS
skills,Computer On-line Real-time Applications Language CORAL 66
skills,Data definition language DDL
skills,Data manipulation language DML
skills,dBASE Plus
skills,Debugging software
skills,Decompilers
skills,E++ pattern language
skills,Emerald Software Group Emerald Green Office
skills,Event-driven State-machines Programming
skills,Extensible stylesheet language XSL
skills,Forth
skills,Gambit Scheme
skills,Graphical user interfaces GUI
skills,Greatis Object Inspector
skills,Haskell
skills,ICON programming language
skills,IEA Software Emerald
skills,Incremental compiler software
skills,Inline code expander software
skills,Interface definition language IDL
skills,Interpreter software
skills,Interstate connection ICON
skills,Just-in-time compiler
skills,Logo
skills,Low-level debugger software
skills,Microsoft ESP SDK
skills,Microsoft Extensible Application Markup Language (XAML)
skills,Microsoft Silverlight
skills,Microsoft Systems Management Server
skills,Mixed code generator
skills,Modula
skills,MUMPS M
skills,Oberon
skills,Objective Caml
skills,One pass compiler software
skills,Partial class generator software
skills,Pascal
skills,PowerSoft PowerBuilder
skills,Programming language one PL/I
skills,ReCrystallize Crystal Reports
skills,Restructured extended executor REXX
skills,Retargetable compiler
skills,Revision control software
skills,Scheme
skills,Simulation program with integrated circuit emphasis SPICE
skills,Source code editor software
skills,Source code migration software
skills,Stage compiler
skills,String oriented symbolic language SNOBOL
skills,Structured Query Report SQR
skills,Symbolic debugger software
skills,Threaded code compiler
skills,Tier generator software
skills,Virage VS Archive
skills,Web service definition language WDSL
skills,Xerces2 Java Parser
skills,ADO.NET
skills,Allaire ColdFusion
skills,Amazon DynamoDB
skills,Apache Avro
skills,Apache Hbase
skills,Apache Oozie
skills,Component-based Scalable Logical Architecture CSLA
skills,Computer assisted software engineering CASE software
skills,Deployment software
skills,Embedded systems development software
skills,Encryption software
skills,Enterprise application integration EAI software
skills,GNU Image Manipulation Program GIMP
skills,Graphical user interface GUI builder software
skills,IBM Middleware
skills,IBM Rational Requisite Pro
skills,LibreOffice
skills,Migration software
skills,Object Management Group Object Request Broker
skills,Patch management software
skills,PuTTY
skills,Red Hat Ansible Engine
skills,SAP PowerBuilder
skills,Scheme programming language
skills,Talend Big Data Integration
skills,Talend Data Fabric
skills,Visible Razor
skills,Xcode
skills,XML Path Language XPATH
skills,Configuration management software
skills,Disk operating system DOS
skills,Distributed database management software
skills,Document Object Model DOM Scripting
skills,Dynamic modeling software
skills,Fault testing software
skills,File server software
skills,Graphical user interface GUI design software
skills,IBM AIX
skills,IBM Rational Rose XDE Developer D93
skills,IBM z/OS operating systems
skills,Magellan Firmware
skills,Microsoft DirectX
skills,Microsoft transact-structural query language T-SQL
skills,Operating system shells
skills,Oracle Business Intelligence Discoverer
skills,Process control system
skills,QNX
skills,Real time operating system RTOS software
skills,SAP Business Intelligence
skills,Simple API for XML SAX
skills,Software distribution management software
skills,Storage area network SAN software
skills,The MathWorks Simulink
skills,Win CE
skills,Wind River VxWorks
skills,Android
skills,Apple Cocoa
skills,Atlassian Confluence
skills,Atlassian HipChat
skills,Bootstrap
skills,Common gateway interface CGI
skills,FlexBox
skills,HashiCorp Vagrant
skills,Jekyll
skills,JetBrains PhpStorm
skills,MarkLogic
skills,MeteorJS
skills,Microsoft Commerce Server
skills,Microsoft Visual InterDev
skills,Microsoft Visual SourceSafe
skills,Nunjucks
skills,PhantomJS
skills,RequireJS
skills,Sitecore CMS
skills,Subversion
skills,Travis
skills,Zend Framework
skills,Ab Initio
skills,Acronis Recovery Expert
skills,Apache Mahout
skills,Apache Sqoop
skills,ASG Technologies ASG-Zeke
skills,BMC Software Change Manager
skills,BMC Software Control-M
skills,BMC Software Recovery Manager RMAN
skills,CA Easytrieve Report Generator
skills,CA IDMS
skills,Catalog navigation software
skills,Cluster server software
skills,Computer Associates Log Analyzer
skills,Computer based training software
skills,Concurrency control software
skills,Couchbase Server
skills,Data dictionary software
skills,Data mapping software
skills,Data modeling software
skills,Data transformation services DTS software
skills,Data validation software
skills,Database capacity planning software
skills,Database cloning software
skills,Database design software
skills,Database security software
skills,Database testing software
skills,DOS shell script
skills,Ellucian Banner ERP
skills,Embarcadero Technologies DBArtisan
skills,EMC NetWorker
skills,Greenplum Database
skills,HP DataProtector
skills,IBM ADSTAR
skills,IBM Interactive System Productivity Facility ISPF
skills,IBM Rational Data Architect
skills,Index tuning software
skills,Informatica Big Data
skills,MapR Converged Data Platform
skills,MariaDB
skills,Micosoft SQL Server Analysis Services SSAS
skills,Microsoft SQL Server Integration Services SSIS
skills,Object database management system ODBMS
skills,Oracle Application Express APEX
skills,Oracle Data Guard
skills,Oracle Designer
skills,Oracle Enterprise Manager
skills,Oracle Enterprise Manager Cloud Control
skills,Oracle Golden Gate
skills,Oracle Learning Management
skills,Oracle Real Application Cluster RAC
skills,Oracle SQL Loader
skills,Oracle SQL Plus
skills,Pentaho Kettle
skills,Quest Central
skills,Quest SharePlex
skills,Redgate SQL Server
skills,Safe Software FME
skills,SAP Replication Server
skills,SentryOne SQL Sentry
skills,Storage management software
skills,Systems and data disaster recovery software
skills,Teradata Active Enterprise Data Warehouse
skills,Test data generator software
skills,Visual Paradigm DB Visual ARCHITECT
skills,Zabbix
skills,Adexa eGPS Suite
skills,Citrix XenApp
skills,Computer system diagnostics software
skills,Dynamic host configuration protocol DHCP
skills,Hewlett-Packard HP Network Node Manager
skills,IBM Director
skills,IBM NetView
skills,Lavalys Everest
skills,LogMatrix NerveCenter
skills,Management information base MIB software
skills,Micromuse NetCool
skills,Microsoft Windows Sysprep
skills,Microsoft Windows Terminal Services Access Manager
skills,Multi-router traffic grapher MRTG software
skills,Network address management software
skills,Network addressable storage NAS software
skills,Network and application load and performance testing software
skills,Network and component performance analysis software
skills,Network availability monitoring software
skills,Network documentation software
skills,Network intrusion detection software
skills,Network management software
skills,"Network modeling, mapping, and analysis software"
skills,Network shutdown software
skills,Network traffic flow monitoring and analysis software
skills,Network traffic probe software
skills,"Network, server and operating system optimization software"
skills,Novell NetWare Management Station
skills,Online traffic calculator software
skills,Open source routing protocols OSPF
skills,OpenService Open NerveCenter
skills,Operating system process control software
skills,Optical network management software
skills,Packet filter software
skills,Packet tracing software
skills,Quest Foglight
skills,Remote desktop control software
skills,Remote monitoring software
skills,Root cause analysis software
skills,Simple network management protocol SNMP software
skills,Symantec Ghost Solution Suite
skills,Systems and applications migration software
skills,Systems integration software
skills,Virtual local area network management software
skills,Virtual network computing VNC software
skills,AirMagnet Enterprise
skills,Application server software
skills,Aruba Networks AirWave
skills,Asset management administration software
skills,Border Gateway Protocol BGP
skills,BroadSoft BroadWorks
skills,CA eTrust
skills,Capacity planning software
skills,Cisco IOS
skills,Cisco Systems Cisco Web Cache Communication Protocol WCCP
skills,Cisco Systems CiscoWorks LAN Management Solution
skills,Cisco Systems Gateway Load Balancing Protocol GLBP
skills,Cisco Systems Hot Standby Router Protocol HSRP
skills,Cisco Systems Wireless Control System WCS
skills,Compaq Insight Manager
skills,Computer Associates ArcServ Backup
skills,Computer intrusion detection systems
skills,Compuware dynaTrace
skills,Content filter software
skills,Discrete event simulation software
